timestamp,mallcode,type,volume,male,female,weight-child,child,weight-student,student,adult,total
2014-06-17T16:07:52.423,JCUBE,0,20,7,13,5,1,39,8,11,20
2014-06-17T15:59:10.264,WESTGATE,1,5,2,3,32,2,22,1,2,5
2014-06-17T15:54:15.213,JEM,1,5,2,3,14,1,20,1,3,5
2014-06-17T15:53:35.351,JCUBE,0,13,6,7,3,0,54,7,6,13
2014-06-17T15:51:52.687,JEM,0,6,5,1,32,2,5,0,4,6
2014-06-17T15:50:38.208,JCUBE,0,239,116,123,40,96,14,34,110,239
2014-06-17T15:49:32.834,JCUBE,1,6,5,1,4,0,8,0,5,6
2014-06-17T15:46:19.733,WESTGATE,1,7,1,6,22,2,5,0,5,7
2014-06-17T15:42:38.752,JEM,1,8,5,3,31,2,51,4,1,8
2014-06-17T15:40:28.523,JCUBE,1,26,9,17,38,10,26,7,9,26
2014-06-17T15:39:20.127,IMM,0,50,33,17,2,1,4,2,47,50
2014-06-17T15:38:02.22,JCUBE,2,11,8,3,33,4,37,4,3,11
2014-06-17T15:24:10.695,JEM,0,10,7,3,40,4,12,1,5,10
2014-06-17T15:21:54.538,IMM,0,5,3,2,40,2,17,1,2,5
2014-06-17T15:16:11.324,IMM,1,5,1,4,16,1,53,3,2,5
2014-06-17T15:09:12.466,WESTGATE,2,5,1,4,38,2,18,1,2,5
2014-06-17T15:07:18.171,JCUBE,0,7,1,6,20,1,6,0,5,7
2014-06-17T14:56:22.605,JEM,0,5,2,3,37,2,46,2,1,5
2014-06-17T14:54:41.953,IMM,2,7,2,5,34,2,44,3,1,7
2014-06-17T14:51:37.053,JCUBE,1,9,7,2,2,0,12,1,8,9
2014-06-17T14:45:24.557,JEM,2,5,2,3,25,1,29,1,2,5
2014-06-17T14:43:34.09,IMM,1,11,1,10,39,4,11,1,5,11
2014-06-17T14:40:39.343,IMM,2,37,11,26,14,5,7,3,29,37
2014-06-17T14:35:32.893,IMM,2,5,3,2,6,0,53,3,2,5
2014-06-17T14:31:29.132,JEM,2,10,5,5,15,2,55,6,3,10
2014-06-17T14:27:40.975,JEM,2,8,1,7,34,3,3,0,5,8
2014-06-17T14:22:43.02,IMM,1,6,2,4,34,2,5,0,4,6
2014-06-17T14:21:29.967,IMM,2,9,5,4,2,0,8,1,8,9
2014-06-17T14:16:29.056,JEM,1,14,4,10,18,3,12,2,10,14
2014-06-17T14:13:43.068,WESTGATE,1,23,12,11,29,7,31,7,9,23
2014-06-17T14:10:45.393,JCUBE,0,15,2,13,0,0,26,4,11,15
2014-06-17T14:09:18.031,IMM,1,313,196,117,10,31,42,131,150,313
2014-06-17T14:00:54.886,JCUBE,0,26,6,20,35,9,41,11,6,26
2014-06-17T13:57:00.458,JCUBE,1,11,8,3,36,4,15,2,5,11
2014-06-17T13:52:06.489,JEM,0,13,5,8,20,3,48,6,4,13
2014-06-17T13:45:59.89,WESTGATE,2,5,1,4,37,2,4,0,3,5
2014-06-17T13:42:55.144,JEM,1,7,1,6,8,1,28,2,4,7
2014-06-17T13:41:44.389,JEM,0,39,19,20,9,4,0,0,36,39
2014-06-17T13:38:58.42,IMM,2,18,9,9,30,5,51,9,3,18
2014-06-17T13:37:07.757,JEM,1,5,5,0,12,1,2,0,4,5
2014-06-17T13:32:07.908,JCUBE,2,14,1,13,37,5,40,6,3,14
2014-06-17T13:31:38.6,IMM,2,20,3,17,3,1,26,5,14,20
2014-06-17T13:30:26.751,JEM,2,6,5,1,23,1,48,3,2,6
2014-06-17T13:26:23.637,JEM,1,14,5,9,28,4,52,7,3,14
2014-06-17T13:21:13.784,JCUBE,0,6,4,2,39,2,10,1,3,6
2014-06-17T13:16:36.58,IMM,2,5,4,1,7,0,49,3,2,5
2014-06-17T13:13:54.496,WESTGATE,0,17,5,12,29,5,49,8,4,17
2014-06-17T13:09:39.843,JCUBE,2,6,0,6,37,2,24,1,2,6
2014-06-17T13:06:56,JCUBE,2,88,12,76,15,13,53,46,28,88
2014-06-17T13:06:24.972,IMM,0,11,5,6,9,1,3,0,9,11
2014-06-17T13:05:04.432,JEM,0,20,5,15,8,2,21,4,14,20
2014-06-17T13:04:39.258,JEM,2,26,19,7,38,10,37,10,7,26
2014-06-17T12:57:23.54,IMM,2,24,22,2,15,4,23,6,15,24
2014-06-17T12:53:48.299,JEM,1,5,4,1,22,1,47,2,2,5
2014-06-17T12:50:49.452,IMM,1,5,4,1,38,2,47,2,1,5
2014-06-17T12:48:12.977,JCUBE,1,5,4,1,1,0,34,2,3,5
2014-06-17T12:45:06.591,IMM,1,8,3,5,37,3,20,2,3,8
2014-06-17T12:40:29.723,JEM,1,14,0,14,0,0,6,1,13,14
2014-06-17T12:39:28.52,JEM,0,9,8,1,5,0,15,1,7,9
2014-06-17T12:26:45.386,WESTGATE,2,8,8,0,27,2,14,1,5,8
2014-06-17T12:20:58.786,WESTGATE,0,20,16,4,14,3,59,12,5,20
2014-06-17T12:12:56.692,JEM,0,25,7,18,2,0,18,4,20,25
2014-06-17T12:11:38.284,WESTGATE,2,22,2,20,38,8,52,11,2,22
2014-06-17T12:06:17.218,IMM,0,11,7,4,15,2,4,0,9,11
2014-06-17T11:57:19.352,JEM,0,8,3,5,23,2,2,0,6,8
2014-06-17T11:50:48.382,JCUBE,2,259,156,103,0,0,58,150,109,259
2014-06-17T11:49:30.634,WESTGATE,1,10,6,4,32,3,23,2,4,10
2014-06-17T11:46:16.315,WESTGATE,0,6,0,6,9,1,21,1,4,6
2014-06-17T11:44:54.446,WESTGATE,2,5,4,1,40,2,56,3,0,5
2014-06-17T11:42:25.526,JEM,2,5,5,0,33,2,28,1,2,5
2014-06-17T11:37:01.049,IMM,2,16,7,9,38,6,26,4,6,16
2014-06-17T11:32:53.563,WESTGATE,2,34,4,30,8,3,42,14,17,34
2014-06-17T11:30:39.411,JCUBE,0,5,0,5,19,1,55,3,1,5
2014-06-17T11:27:20.56,JEM,1,8,8,0,34,3,60,5,0,8
2014-06-17T11:21:58.48,JCUBE,0,29,6,23,38,11,27,8,10,29
2014-06-17T11:20:14.311,JCUBE,1,78,56,22,33,26,37,29,23,78
2014-06-17T11:18:53.799,JCUBE,2,9,0,9,2,0,27,3,7,9
2014-06-17T11:10:02.815,JEM,1,19,15,4,0,0,47,9,10,19
2014-06-17T11:08:51.016,JCUBE,1,10,4,6,8,1,29,3,6,10
2014-06-17T11:05:59.934,JCUBE,0,5,1,4,9,0,11,1,4,5
2014-06-17T10:55:54.574,JCUBE,0,5,3,2,34,2,23,1,2,5
2014-06-17T10:52:17.824,WESTGATE,1,5,5,0,27,1,4,0,3,5
2014-06-17T10:50:49.773,IMM,1,15,12,3,6,1,54,8,6,15
2014-06-17T10:46:04.979,JEM,0,8,8,0,37,3,52,4,1,8
2014-06-17T10:43:32.349,JEM,2,5,5,0,37,2,4,0,3,5
2014-06-17T10:41:33.257,JCUBE,2,30,3,27,23,7,55,16,7,30
2014-06-17T10:39:41.915,IMM,0,5,5,0,16,1,24,1,3,5
2014-06-17T10:36:51.71,JCUBE,0,12,6,6,32,4,49,6,2,12
2014-06-17T10:36:03.602,JEM,1,7,1,6,12,1,22,2,5,7
2014-06-17T10:34:18.407,WESTGATE,0,5,1,4,6,0,31,2,3,5
2014-06-17T10:33:36.805,JEM,2,129,58,71,4,5,31,40,84,129
2014-06-17T10:30:32.937,JCUBE,1,5,2,3,8,0,26,1,3,5
2014-06-17T10:28:08.794,IMM,0,7,3,4,24,2,7,0,5,7
2014-06-17T10:24:20.229,JEM,0,25,18,7,15,4,50,12,9,25
2014-06-17T10:18:18.453,JEM,1,5,5,0,13,1,18,1,4,5
2014-06-17T10:16:06.793,JEM,1,5,4,1,19,1,18,1,3,5
2014-06-17T10:12:31.801,IMM,0,13,7,6,13,2,48,6,5,13
2014-06-17T10:07:32.523,IMM,2,6,3,3,9,1,19,1,4,6
2014-06-17T10:06:33.111,WESTGATE,2,22,21,1,21,5,34,7,10,22
2014-06-17T10:04:57.228,JCUBE,2,8,1,7,5,0,43,3,4,8
2014-06-17T10:02:51.66,JCUBE,2,22,9,13,5,1,34,8,14,22
2014-06-17T09:58:54.066,WESTGATE,1,5,2,3,0,0,28,2,4,5
2014-06-17T09:58:09.003,JEM,0,8,6,2,1,0,1,0,8,8
2014-06-17T09:51:44.282,IMM,1,5,1,4,5,0,10,1,4,5
2014-06-17T09:50:38.934,WESTGATE,2,60,16,44,12,7,58,35,18,60
2014-06-17T09:47:50.519,JCUBE,0,7,7,0,7,1,27,2,5,7
2014-06-17T09:45:01.776,WESTGATE,1,10,3,7,22,2,50,5,3,10
2014-06-17T09:43:00.564,IMM,1,10,4,6,16,2,47,5,4,10
2014-06-17T09:39:19.237,JCUBE,1,10,0,10,27,3,46,5,3,10
2014-06-17T09:35:47.407,JCUBE,1,6,5,1,24,1,58,3,1,6
2014-06-17T09:33:40.806,IMM,0,51,35,16,39,20,32,16,15,51
2014-06-17T09:31:24.273,IMM,1,6,4,2,25,2,39,2,2,6
2014-06-17T09:26:56.012,IMM,2,24,8,16,15,4,33,8,12,24
2014-06-17T09:25:11.397,JEM,1,5,1,4,19,1,48,2,2,5
2014-06-17T09:21:15.99,IMM,2,16,6,10,23,4,28,5,8,16
2014-06-17T09:20:32.823,WESTGATE,2,5,1,4,23,1,40,2,2,5
2014-06-17T09:18:22.531,IMM,1,15,4,11,31,5,46,7,3,15
2014-06-17T09:15:26.431,IMM,1,8,0,8,40,3,41,3,2,8
2014-06-17T09:10:59.637,IMM,0,9,0,9,15,1,22,2,6,9
2014-06-17T09:09:10.394,IMM,2,12,11,1,0,0,31,4,8,12
2014-06-17T09:06:32.482,WESTGATE,2,9,4,5,6,1,41,3,5,9
2014-06-17T09:04:25.596,JEM,0,9,9,0,33,3,54,5,1,9
2014-06-17T08:58:39.68,JCUBE,2,20,5,15,28,5,26,5,9,20
2014-06-17T08:55:28.01,JEM,2,5,5,0,35,2,35,2,2,5
2014-06-17T08:49:27.296,WESTGATE,2,5,0,5,5,0,24,1,4,5
2014-06-17T08:49:12.852,IMM,1,186,140,46,2,4,2,4,179,186
2014-06-17T08:41:30.026,WESTGATE,2,15,2,13,28,4,13,2,9,15
2014-06-17T08:38:32.612,WESTGATE,0,13,8,5,0,0,46,6,7,13
2014-06-17T08:35:46.126,WESTGATE,2,5,2,3,9,0,44,2,2,5
2014-06-17T08:31:07.63,WESTGATE,0,6,1,5,17,1,34,2,3,6
2014-06-17T08:28:26.276,JCUBE,2,5,5,0,27,1,30,2,2,5
2014-06-17T08:26:55.005,JCUBE,0,12,5,7,30,4,7,1,7,12
2014-06-17T08:18:59.035,IMM,0,11,8,3,16,2,60,6,3,11
2014-06-17T08:13:36.253,JEM,0,16,4,12,25,4,32,5,7,16
2014-06-17T08:10:11.581,IMM,0,22,17,5,9,2,57,12,7,22
2014-06-17T08:09:28.228,JEM,1,31,21,10,20,6,48,15,10,31
2014-06-17T08:07:51.681,WESTGATE,2,97,44,53,15,15,35,34,48,97
2014-06-17T07:59:24.203,WESTGATE,2,7,1,6,26,2,5,0,5,7
2014-06-17T07:57:32.47,WESTGATE,2,14,11,3,1,0,33,4,9,14
2014-06-17T07:51:09.522,WESTGATE,1,5,3,2,39,2,19,1,2,5
2014-06-17T07:48:51.633,JEM,1,6,1,5,36,2,25,2,2,6
2014-06-17T07:36:33.448,WESTGATE,0,7,7,0,19,1,31,2,4,7
2014-06-17T07:30:52.48,JEM,2,51,13,38,12,6,31,16,29,51
2014-06-17T07:30:40.589,WESTGATE,2,7,0,7,4,0,28,2,5,7
2014-06-17T07:27:24.214,WESTGATE,1,52,20,32,25,13,36,19,20,52
2014-06-17T07:16:55.594,IMM,0,18,1,17,24,4,31,5,8,18
2014-06-17T07:11:12.111,JEM,0,8,3,5,10,1,44,3,3,8
2014-06-17T07:06:04.739,WESTGATE,2,5,4,1,1,0,2,0,5,5
2014-06-17T07:04:21.042,JCUBE,1,122,92,30,17,21,13,16,85,122
2014-06-17T07:01:49.786,JCUBE,0,11,9,2,35,4,51,6,2,11
2014-06-17T06:52:57.317,JCUBE,1,5,1,4,38,2,42,2,1,5
2014-06-17T06:49:18.292,WESTGATE,0,9,1,8,25,2,29,3,4,9
2014-06-17T06:45:07.728,JEM,2,8,7,1,10,1,26,2,5,8
2014-06-17T06:41:15.319,JEM,1,6,5,1,36,2,22,1,2,6
2014-06-17T06:39:04.784,IMM,2,6,3,3,23,1,9,1,4,6
2014-06-17T06:34:34.059,JCUBE,2,43,35,8,13,6,15,6,31,43
2014-06-17T06:32:37.519,IMM,1,6,6,0,25,2,47,3,2,6
2014-06-17T06:30:32.919,IMM,2,23,18,5,26,6,5,1,16,23
2014-06-17T06:24:57.946,WESTGATE,2,13,8,5,29,4,31,4,5,13
2014-06-17T06:23:27.547,JEM,0,7,0,7,38,3,40,3,2,7
2014-06-17T06:22:02.003,JEM,0,54,50,4,13,7,34,18,29,54
2014-06-17T06:21:51.775,JCUBE,1,117,81,36,39,45,38,44,27,117
2014-06-17T06:19:10.538,IMM,2,10,9,1,38,4,39,4,2,10
2014-06-17T06:14:25.811,IMM,2,9,6,3,13,1,50,4,3,9
2014-06-17T06:14:07.589,IMM,1,5,3,2,17,1,26,1,3,5
2014-06-17T06:12:03.311,JEM,0,6,5,1,17,1,17,1,4,6
2014-06-17T06:10:50.015,WESTGATE,2,5,4,1,7,0,44,2,3,5
2014-06-17T06:04:13.009,JEM,1,12,6,6,32,4,10,1,7,12
2014-06-17T06:02:54.423,IMM,1,5,3,2,16,1,7,0,4,5
2014-06-17T06:01:02.514,JEM,2,5,2,3,40,2,55,3,0,5
2014-06-17T05:52:29.261,JEM,0,5,0,5,33,2,42,2,1,5
2014-06-17T05:50:11.204,IMM,2,26,15,11,30,8,10,3,15,26
2014-06-17T05:48:27.865,IMM,0,5,3,2,10,1,35,2,3,5
2014-06-17T05:45:04.297,JEM,2,10,0,10,38,4,9,1,5,10
2014-06-17T05:43:41.304,IMM,0,5,1,4,3,0,0,0,5,5
2014-06-17T05:41:31.895,JCUBE,1,8,0,8,18,2,46,4,3,8
2014-06-17T05:41:01.52,IMM,2,9,8,1,25,2,17,2,5,9
2014-06-17T05:38:55.838,JCUBE,1,13,6,7,16,2,12,2,9,13
2014-06-17T05:31:15.68,IMM,0,9,3,6,1,0,22,2,7,9
2014-06-17T05:29:04.279,WESTGATE,2,17,13,4,17,3,51,9,6,17
2014-06-17T05:28:16.941,IMM,1,10,9,1,30,3,1,0,7,10
2014-06-17T05:26:37.685,IMM,2,11,4,7,39,4,24,3,4,11
2014-06-17T05:19:15.02,JEM,0,22,16,6,15,3,17,4,15,22
2014-06-17T05:16:09.956,JEM,1,5,3,2,8,0,42,2,3,5
2014-06-17T05:15:40.234,JEM,1,133,31,102,6,8,30,40,85,133
2014-06-17T05:14:03,WESTGATE,1,12,5,7,17,2,35,4,6,12
2014-06-17T05:08:28.74,WESTGATE,0,5,5,0,33,2,6,0,3,5
2014-06-17T05:07:00.276,IMM,0,8,0,8,13,1,46,4,3,8
2014-06-17T05:04:43.738,WESTGATE,2,5,3,2,18,1,44,2,2,5
2014-06-17T05:02:28.28,JEM,0,14,7,7,1,0,35,5,9,14
2014-06-17T04:59:58.423,JCUBE,2,6,1,5,23,1,46,3,2,6
2014-06-17T04:58:51.016,JEM,2,20,16,4,7,1,45,9,10,20
2014-06-17T04:57:44.323,JCUBE,0,5,0,5,34,2,13,1,3,5
2014-06-17T04:55:46.805,IMM,1,5,4,1,31,2,39,2,2,5
2014-06-17T04:53:57.452,WESTGATE,1,16,15,1,34,5,30,5,6,16
2014-06-17T04:52:09.189,JEM,0,10,0,10,1,0,54,6,5,10
2014-06-17T04:49:07.154,JCUBE,1,20,2,18,6,1,8,2,18,20
2014-06-17T04:47:45.627,JCUBE,1,22,18,4,20,4,20,4,13,22
2014-06-17T04:44:29.426,JCUBE,2,22,19,3,1,0,27,6,16,22
2014-06-17T04:43:46.568,WESTGATE,1,19,10,9,37,7,30,6,6,19
2014-06-17T04:42:35.027,WESTGATE,2,6,6,0,20,1,54,3,2,6
2014-06-17T04:38:18.077,IMM,1,7,3,4,5,0,43,3,3,7
2014-06-17T04:33:20.212,JCUBE,0,5,2,3,34,2,35,2,2,5
2014-06-17T04:29:43.293,JCUBE,1,15,1,14,15,2,19,3,10,15
2014-06-17T04:24:21.261,JCUBE,2,7,0,7,31,2,42,3,2,7
2014-06-17T04:20:46.48,JCUBE,1,5,3,2,19,1,27,1,3,5
2014-06-17T04:19:16.959,WESTGATE,0,25,21,4,11,3,56,14,8,25
2014-06-17T04:13:20.905,JEM,0,20,13,7,29,6,55,11,3,20
2014-06-17T04:11:01.735,WESTGATE,2,12,9,3,36,4,21,3,5,12
2014-06-17T04:09:59.879,WESTGATE,0,10,9,1,31,3,7,1,6,10
2014-06-17T04:09:00.933,IMM,2,5,5,0,2,0,8,0,5,5
2014-06-17T04:07:28.953,WESTGATE,2,5,1,4,23,1,16,1,3,5
2014-06-17T03:57:01.845,JEM,2,5,0,5,22,1,60,3,1,5
2014-06-17T03:55:15.417,JCUBE,0,10,1,9,5,0,35,3,6,10
2014-06-17T03:51:17.406,IMM,2,62,25,37,14,9,12,7,46,62
2014-06-17T03:50:47.32,IMM,1,5,1,4,32,2,42,2,1,5
2014-06-17T03:46:19.187,JEM,2,6,4,2,0,0,2,0,6,6
2014-06-17T03:42:50.367,JCUBE,1,5,0,5,35,2,53,3,1,5
2014-06-17T03:40:43.985,JEM,2,5,0,5,32,2,59,3,0,5
2014-06-17T03:39:25.621,JEM,1,5,3,2,15,1,19,1,3,5
2014-06-17T03:35:29.576,IMM,0,7,2,5,34,2,48,3,1,7
2014-06-17T03:32:43.831,JEM,0,5,4,1,12,1,60,3,1,5
2014-06-17T03:29:00.992,IMM,2,25,8,17,31,8,40,10,7,25
2014-06-17T03:22:18.079,WESTGATE,2,11,10,1,19,2,18,2,7,11
2014-06-17T03:20:59.179,WESTGATE,0,27,18,9,25,7,27,7,13,27
2014-06-17T03:18:57.497,JEM,1,11,10,1,11,1,45,5,5,11
2014-06-17T03:17:38.193,IMM,2,8,2,6,12,1,32,3,5,8
2014-06-17T03:15:26.558,IMM,0,13,9,4,22,3,55,7,3,13
2014-06-17T03:13:00.943,IMM,1,5,2,3,31,2,60,3,0,5
2014-06-17T03:10:57.779,JEM,1,5,3,2,39,2,20,1,2,5
2014-06-17T03:07:41.854,IMM,0,8,1,7,33,3,9,1,5,8
2014-06-17T03:03:48.593,WESTGATE,2,15,0,15,9,1,9,1,12,15
2014-06-17T03:00:23.506,IMM,1,7,5,2,8,1,51,4,3,7
2014-06-17T03:00:02.413,JCUBE,2,23,2,21,20,5,30,7,12,23
2014-06-17T02:56:41.667,IMM,2,19,4,15,25,5,49,10,5,19
2014-06-17T02:49:54.781,JCUBE,2,5,0,5,29,1,6,0,3,5
2014-06-17T02:46:45.753,JEM,0,19,12,7,8,2,9,2,16,19
2014-06-17T02:45:47.76,JCUBE,0,7,0,7,25,2,29,2,3,7
2014-06-17T02:41:21.26,WESTGATE,0,206,19,187,34,70,8,16,119,206
2014-06-17T02:39:15.104,JCUBE,2,5,1,4,12,1,41,2,2,5
2014-06-17T02:37:49.572,WESTGATE,2,36,19,17,10,4,18,6,26,36
2014-06-17T02:32:24.093,IMM,2,21,15,6,16,3,44,9,9,21
2014-06-17T02:28:51.633,JEM,1,5,1,4,19,1,49,3,2,5
2014-06-17T02:27:28.76,IMM,2,5,5,0,35,2,53,3,1,5
2014-06-17T02:23:45.587,IMM,1,6,0,6,21,1,1,0,4,6
2014-06-17T02:17:47.847,IMM,0,48,24,24,10,5,0,0,43,48
2014-06-17T02:15:04.931,WESTGATE,1,16,9,7,9,1,28,5,10,16
2014-06-17T02:13:53.586,JCUBE,1,5,0,5,34,2,21,1,2,5
2014-06-17T02:08:22.58,JEM,0,21,17,4,36,7,19,4,9,21
2014-06-17T02:04:05.665,JCUBE,2,5,4,1,9,0,43,2,3,5
2014-06-17T02:01:05.033,WESTGATE,2,12,6,6,10,1,53,6,4,12
2014-06-17T01:59:34.099,JCUBE,1,8,7,1,29,2,33,3,3,8
2014-06-17T01:58:01.843,WESTGATE,0,5,3,2,9,0,27,1,3,5
2014-06-17T01:55:09.203,JEM,2,20,6,14,17,3,28,6,11,20
2014-06-17T01:52:37.555,IMM,1,8,6,2,38,3,43,4,2,8
2014-06-17T01:47:02.143,WESTGATE,1,19,13,6,15,3,24,5,12,19
2014-06-17T01:40:33.105,IMM,1,18,17,1,33,6,42,8,5,18
2014-06-17T01:35:18.83,IMM,1,5,3,2,3,0,1,0,5,5
2014-06-17T01:31:23.328,WESTGATE,0,93,7,86,14,13,27,25,55,93
2014-06-17T01:24:36.197,JCUBE,1,22,9,13,15,3,8,2,17,22
2014-06-17T01:23:26.674,IMM,0,17,3,14,19,3,25,4,9,17
2014-06-17T01:20:54.745,JEM,2,8,7,1,39,3,13,1,4,8
2014-06-17T01:18:30.882,JCUBE,0,11,2,9,27,3,42,5,3,11
2014-06-17T01:16:34.573,JCUBE,2,36,1,35,26,9,24,9,18,36
2014-06-17T01:14:47.7,WESTGATE,1,5,2,3,36,2,32,2,2,5
2014-06-17T01:14:39.264,WESTGATE,2,10,2,8,20,2,56,6,2,10
2014-06-17T01:12:33.619,IMM,0,35,5,30,24,8,34,12,15,35
2014-06-17T01:10:23.961,WESTGATE,0,5,0,5,1,0,51,3,2,5
2014-06-17T01:06:28.084,IMM,2,6,2,4,26,2,16,1,3,6
2014-06-17T01:06:11.786,JCUBE,0,21,10,11,39,8,44,9,4,21
2014-06-17T01:00:02.81,WESTGATE,2,13,1,12,27,3,19,2,7,13
2014-06-17T00:54:59.964,WESTGATE,2,23,22,1,1,0,37,9,15,23
2014-06-17T00:49:27.38,JEM,0,5,2,3,19,1,19,1,3,5
2014-06-17T00:44:29.777,WESTGATE,0,21,17,4,16,3,52,11,7,21
2014-06-17T00:30:06.87,JEM,1,24,14,10,6,1,41,10,13,24
2014-06-17T00:25:12.822,IMM,1,12,4,8,25,3,40,5,4,12
2014-06-17T00:22:48.012,WESTGATE,2,8,3,5,10,1,7,1,7,8
2014-06-17T00:20:39.368,WESTGATE,2,7,2,5,11,1,2,0,6,7
2014-06-17T00:20:29.146,JEM,0,5,1,4,31,2,47,2,1,5
2014-06-17T00:07:18.243,IMM,0,8,2,6,20,2,42,3,3,8
2014-06-17T00:04:21.889,JEM,1,5,0,5,40,2,41,2,1,5
2014-06-17T00:02:55.37,IMM,0,37,32,5,38,14,28,10,12,37
2014-06-17T00:01:06.614,JCUBE,0,19,2,17,37,7,43,8,4,19
2014-06-16T23:56:02.468,IMM,0,7,0,7,27,2,10,1,5,7
2014-06-16T23:54:17.571,JEM,1,9,2,7,3,0,9,1,8,9
2014-06-16T23:46:42.851,JCUBE,2,10,4,6,24,2,48,5,3,10
2014-06-16T23:43:11.742,JCUBE,0,22,12,10,2,0,13,3,18,22
2014-06-16T23:39:01.049,JCUBE,2,5,5,0,25,1,28,1,2,5
2014-06-16T23:36:46.074,JEM,1,10,7,3,36,3,13,1,5,10
2014-06-16T23:33:34.245,IMM,2,5,2,3,18,1,52,3,2,5
2014-06-16T23:29:36.499,JEM,0,10,6,4,1,0,44,4,5,10
2014-06-16T23:15:31.198,JEM,0,5,3,2,38,2,43,2,1,5
2014-06-16T23:11:38.025,JEM,1,8,6,2,33,3,31,3,3,8
2014-06-16T22:55:34.1,JCUBE,0,13,10,3,33,4,45,6,3,13
2014-06-16T22:53:07.214,WESTGATE,2,22,18,4,37,8,47,10,4,22
2014-06-16T22:50:21.529,JCUBE,2,5,3,2,36,2,38,2,1,5
2014-06-16T22:49:15.543,JCUBE,0,9,4,5,3,0,11,1,8,9
2014-06-16T22:48:20.415,JEM,0,13,5,8,8,1,14,2,10,13
2014-06-16T22:42:17.885,JEM,1,13,12,1,22,3,12,2,9,13
2014-06-16T22:40:24.031,IMM,0,16,5,11,13,2,40,6,7,16
2014-06-16T22:35:27.668,JEM,2,14,5,9,14,2,28,4,8,14
2014-06-16T22:32:56.846,WESTGATE,0,7,1,6,13,1,5,0,6,7
