timestamp,mallcode,gender,type,volume
2013-08-17T07:01:49.786,2,male,0,11
2013-08-17T06:52:57.317,3,female,1,5
2013-08-17T06:49:18.292,0,female,2,9
2013-08-17T06:45:07.728,2,male,2,8
2013-08-17T06:41:15.319,2,male,0,6
2013-08-17T06:39:04.784,2,female,1,6
2013-08-17T06:34:34.059,1,female,2,43
2013-08-17T06:32:37.519,3,male,1,6
2013-08-17T06:30:32.919,1,male,0,23
2013-08-17T06:24:57.946,3,male,1,13
2013-08-17T06:23:27.547,3,male,0,7
2013-08-17T06:22:02.003,1,male,2,54
2013-08-17T06:21:51.775,3,female,2,117
2013-08-17T06:19:10.538,0,male,0,10
2013-08-17T06:14:25.811,3,male,0,9
2013-08-17T06:14:07.589,1,female,0,5
2013-08-17T06:12:03.311,2,male,1,6
2013-08-17T06:10:50.015,0,male,1,5
2013-08-17T06:04:13.009,0,female,1,12
2013-08-17T06:02:54.423,3,male,0,5
2013-08-17T06:01:02.514,2,male,1,5
2013-08-17T05:52:29.261,0,male,1,5
2013-08-17T05:50:11.204,3,female,0,26
2013-08-17T05:48:27.865,2,female,0,5
2013-08-17T05:45:04.297,3,male,1,10
2013-08-17T05:43:41.304,1,female,1,5
2013-08-17T05:41:31.895,0,male,0,8
2013-08-17T05:41:01.52,3,male,0,9
2013-08-17T05:38:55.838,1,male,0,13
2013-08-17T05:31:15.68,1,male,1,9
2013-08-17T05:29:04.279,0,male,0,17
2013-08-17T05:28:16.941,3,male,1,10
2013-08-17T05:26:37.685,2,male,0,11
2013-08-17T05:19:15.02,0,male,1,22
2013-08-17T05:16:09.956,1,male,2,5
2013-08-17T05:15:40.234,1,male,2,133
2013-08-17T05:14:03,2,female,1,12
2013-08-17T05:08:28.74,0,female,0,5
2013-08-17T05:07:00.276,2,male,0,8
2013-08-17T05:04:43.738,0,male,1,5
2013-08-17T05:02:28.28,3,female,2,14
2013-08-17T04:59:58.423,2,male,0,6
2013-08-17T04:58:51.016,2,female,0,20
2013-08-17T04:57:44.323,3,male,1,5
2013-08-17T04:55:46.805,1,female,2,5
2013-08-17T04:53:57.452,3,male,1,16
2013-08-17T04:52:09.189,3,male,1,10
2013-08-17T04:49:07.154,3,female,1,20
2013-08-17T04:47:45.627,2,female,1,22
2013-08-17T04:44:29.426,3,male,2,22
2013-08-17T04:43:46.568,3,male,1,19
2013-08-17T04:42:35.027,1,male,1,6
2013-08-17T04:38:18.077,1,male,1,7
2013-08-17T04:33:20.212,1,female,2,5
2013-08-17T04:29:43.293,2,female,1,15
2013-08-17T04:24:21.261,1,male,1,7
2013-08-17T04:20:46.48,1,male,0,5
2013-08-17T04:19:16.959,2,male,1,25
2013-08-17T04:13:20.905,1,female,0,20
2013-08-17T04:11:01.735,1,male,1,12
2013-08-17T04:09:59.879,0,male,2,10
2013-08-17T04:09:00.933,3,female,0,5
2013-08-17T04:07:28.953,0,female,0,5
2013-08-17T03:57:01.845,0,female,1,5
2013-08-17T03:55:15.417,1,female,0,10
2013-08-17T03:51:17.406,0,female,2,62
2013-08-17T03:50:47.32,2,female,0,5
2013-08-17T03:46:19.187,2,male,1,6
2013-08-17T03:42:50.367,3,male,1,5
2013-08-17T03:40:43.985,3,male,0,5
2013-08-17T03:39:25.621,3,male,1,5
2013-08-17T03:35:29.576,3,female,1,7
2013-08-17T03:32:43.831,1,male,1,5
2013-08-17T03:29:00.992,1,male,2,25
2013-08-17T03:22:18.079,3,male,0,11
2013-08-17T03:20:59.179,3,female,2,27
2013-08-17T03:18:57.497,0,female,1,11
2013-08-17T03:17:38.193,2,male,1,8
2013-08-17T03:15:26.558,3,male,0,13
2013-08-17T03:13:00.943,1,female,0,5
2013-08-17T03:10:57.779,1,male,1,5
2013-08-17T03:07:41.854,3,female,2,8
2013-08-17T03:03:48.593,1,female,2,15
2013-08-17T03:00:23.506,1,female,2,7
2013-08-17T03:00:02.413,3,male,0,23
2013-08-17T02:56:41.667,3,male,1,19
2013-08-17T02:49:54.781,0,female,2,5
2013-08-17T02:46:45.753,3,male,1,19
2013-08-17T02:45:47.76,1,male,2,7
2013-08-17T02:41:21.26,2,male,0,206
2013-08-17T02:39:15.104,1,male,0,5
2013-08-17T02:37:49.572,3,male,1,36
2013-08-17T02:32:24.093,0,male,0,21
2013-08-17T02:28:51.633,0,male,1,5
2013-08-17T02:27:28.76,3,male,1,5
2013-08-17T02:23:45.587,1,male,0,6
2013-08-17T02:17:47.847,2,female,2,48
2013-08-17T02:15:04.931,3,female,2,16
2013-08-17T02:13:53.586,0,female,2,5
2013-08-17T02:08:22.58,1,male,2,21
2013-08-17T02:04:05.665,3,female,0,5
2013-08-17T02:01:05.033,3,male,0,12
2013-08-17T01:59:34.099,3,male,1,8
2013-08-17T01:58:01.843,1,male,1,5
2013-08-17T01:55:09.203,3,female,2,20
2013-08-17T01:52:37.555,3,male,1,8
2013-08-17T01:47:02.143,3,female,1,19
2013-08-17T01:40:33.105,0,female,2,18
2013-08-17T01:35:18.83,2,male,0,5
2013-08-17T01:31:23.328,3,male,0,93
2013-08-17T01:24:36.197,3,female,2,22
2013-08-17T01:23:26.674,2,male,0,17
2013-08-17T01:20:54.745,2,male,2,8
2013-08-17T01:18:30.882,0,female,2,11
2013-08-17T01:16:34.573,0,female,2,36
2013-08-17T01:14:47.7,3,male,1,5
2013-08-17T01:14:39.264,2,female,0,10
2013-08-17T01:12:33.619,0,female,1,35
2013-08-17T01:10:23.961,2,female,1,5
2013-08-17T01:06:28.084,2,female,2,6
2013-08-17T01:06:11.786,2,male,0,21
2013-08-17T01:00:02.81,3,male,1,13
2013-08-17T00:54:59.964,3,female,0,23
2013-08-17T00:49:27.38,3,female,0,5
2013-08-17T00:44:29.777,0,male,2,21
2013-08-17T00:30:06.87,3,female,0,24
2013-08-17T00:25:12.822,0,female,0,12
2013-08-17T00:22:48.012,2,male,1,8
2013-08-17T00:20:39.368,3,male,0,7
2013-08-17T00:20:29.146,1,female,2,5
2013-08-17T00:07:18.243,1,female,0,8
2013-08-17T00:04:21.889,3,male,1,5
2013-08-17T00:02:55.37,0,female,0,37
2013-08-17T00:01:06.614,3,male,2,19
2013-08-16T23:56:02.468,1,female,2,7
2013-08-16T23:54:17.571,2,female,2,9
2013-08-16T23:46:42.851,3,female,0,10
2013-08-16T23:43:11.742,2,female,0,22
2013-08-16T23:39:01.049,3,male,1,5
2013-08-16T23:36:46.074,3,male,0,10
2013-08-16T23:33:34.245,3,male,1,5
2013-08-16T23:29:36.499,0,female,0,10
2013-08-16T23:15:31.198,3,male,2,5
2013-08-16T23:11:38.025,3,male,2,8
2013-08-16T22:55:34.1,1,female,0,13
2013-08-16T22:53:07.214,3,male,1,22
2013-08-16T22:50:21.529,1,male,0,5
2013-08-16T22:49:15.543,0,male,2,9
2013-08-16T22:48:20.415,1,female,2,13
2013-08-16T22:42:17.885,2,male,1,13
2013-08-16T22:40:24.031,3,male,2,16
2013-08-16T22:35:27.668,2,male,1,14
2013-08-16T22:32:56.846,1,female,1,7
2013-08-16T22:31:32.143,1,female,2,14
2013-08-16T22:29:49.609,2,female,2,8
2013-08-16T22:28:23.878,0,male,2,10
2013-08-16T22:23:57.969,2,male,0,10
2013-08-16T22:23:11.295,1,male,0,20
2013-08-16T22:21:55.568,0,male,0,11
2013-08-16T22:15:57.117,1,male,1,17
2013-08-16T22:11:35.768,0,male,1,5
2013-08-16T22:09:57.872,1,male,2,5
2013-08-16T22:08:22.678,0,male,2,41
2013-08-16T22:01:42.86,0,female,1,174
2013-08-16T21:59:41.315,0,female,2,12
2013-08-16T21:58:00.881,0,female,2,19
2013-08-16T21:53:48.731,1,female,2,9
2013-08-16T21:53:22.744,3,male,1,15
2013-08-16T21:51:33.341,1,male,2,11
2013-08-16T21:44:51.35,0,female,2,5
2013-08-16T21:40:24.529,1,male,0,5
2013-08-16T21:37:31.715,1,male,2,5
2013-08-16T21:36:36.801,2,male,2,5
2013-08-16T21:34:39.987,1,female,0,8
2013-08-16T21:30:29.947,0,female,2,5
2013-08-16T21:29:14.669,3,female,0,22
2013-08-16T21:28:18.734,2,female,0,17
2013-08-16T21:26:54.173,2,male,1,5
2013-08-16T21:22:09.351,2,male,0,78
2013-08-16T21:20:39.004,2,male,1,12
2013-08-16T21:19:00.958,0,male,2,5
2013-08-16T21:16:42.427,0,female,2,5
2013-08-16T21:14:39.374,2,female,1,5
2013-08-16T21:08:02.766,1,female,0,30
2013-08-16T21:06:15.297,3,male,2,11
2013-08-16T21:04:38.35,0,male,1,20
2013-08-16T21:02:56.785,0,male,0,19
2013-08-16T21:00:57.846,2,female,2,7
2013-08-16T20:57:57.231,1,female,0,9
2013-08-16T20:50:31.511,1,male,1,5
2013-08-16T20:49:06.954,1,female,0,5
2013-08-16T20:46:57.403,0,male,1,7
2013-08-16T20:43:11.515,2,male,2,5
2013-08-16T20:41:45.021,2,male,2,5
2013-08-16T20:40:00.507,3,female,1,6
2013-08-16T20:31:14.56,0,male,2,16
2013-08-16T20:26:09.993,2,female,1,23
2013-08-16T20:20:18.566,3,male,2,13
2013-08-16T20:17:24.706,3,male,2,9
2013-08-16T20:16:23.77,0,male,0,5
2013-08-16T20:13:27.47,2,female,0,15
2013-08-16T20:12:07.839,2,female,2,6
2013-08-16T20:09:59.657,0,male,1,5
2013-08-16T20:07:54.851,1,female,0,8
2013-08-16T20:06:08.349,2,male,1,5
2013-08-16T20:04:40.165,1,male,2,14
2013-08-16T20:00:44.473,3,female,1,6
2013-08-16T19:53:25.894,2,male,1,5
2013-08-16T19:47:32.377,1,male,0,6
2013-08-16T19:44:48.63,2,female,2,6
2013-08-16T19:43:04.584,2,male,1,41
2013-08-16T19:40:44.72,0,female,2,5
2013-08-16T19:39:38.573,3,male,0,5
2013-08-16T19:34:39.61,1,male,1,5
2013-08-16T19:29:58.52,1,male,0,148
2013-08-16T19:22:17.192,1,male,2,5
2013-08-16T19:20:52.184,1,female,2,5
2013-08-16T19:18:21.246,0,male,2,23
2013-08-16T19:17:00.053,3,male,1,6
2013-08-16T19:15:12.945,0,female,0,5
2013-08-16T19:13:49.151,0,male,0,5
2013-08-16T19:11:20.779,2,male,1,5
2013-08-16T19:10:09.79,3,female,1,5
2013-08-16T19:07:41.282,3,female,0,15
2013-08-16T19:04:33.096,0,female,2,5
2013-08-16T18:53:34.749,1,male,1,20
2013-08-16T18:52:57.374,3,female,1,43
2013-08-16T18:47:53.875,0,male,1,17
2013-08-16T18:43:44.504,3,male,2,13
2013-08-16T18:42:19.806,1,male,0,16
2013-08-16T18:40:09.345,2,female,2,5
2013-08-16T18:38:23.098,1,male,0,58
2013-08-16T18:38:19.946,0,male,0,5
2013-08-16T18:35:45.814,0,female,2,9
2013-08-16T18:33:21.669,3,female,0,8
2013-08-16T18:28:05.71,2,male,0,46
2013-08-16T18:26:29.418,2,male,1,8
2013-08-16T18:24:56.204,1,male,0,7
2013-08-16T18:20:40.224,0,female,1,10
2013-08-16T18:17:38.019,3,female,0,5
2013-08-16T18:13:35.528,0,male,2,5
2013-08-16T18:09:29.66,2,male,1,9
2013-08-16T18:02:06.425,1,female,1,5
2013-08-16T17:59:09.79,3,female,0,27
2013-08-16T17:58:46.601,0,female,1,14
2013-08-16T17:55:53.43,3,male,0,5
2013-08-16T17:54:53.634,2,male,2,57
2013-08-16T17:52:31.46,3,female,2,9
2013-08-16T17:43:20.933,0,male,1,9
2013-08-16T17:41:42.301,0,male,0,24
2013-08-16T17:39:32.393,3,female,2,12
2013-08-16T17:37:08.682,2,male,0,11
2013-08-16T17:34:36.782,3,male,2,6
2013-08-16T17:32:45.989,2,female,0,22
2013-08-16T17:30:28.27,2,male,2,9
2013-08-16T17:29:54.95,3,female,0,9
2013-08-16T17:28:29.289,3,male,2,5
2013-08-16T17:25:37.289,0,male,1,313
2013-08-16T17:24:59.713,0,male,0,5
2013-08-16T17:24:07.962,3,male,1,444
2013-08-16T17:23:23.748,3,male,0,10
2013-08-16T17:21:41.239,1,male,1,16
2013-08-16T17:18:42.084,3,male,1,5
2013-08-16T17:18:09.799,3,male,2,10
2013-08-16T17:15:37.731,2,female,0,5
2013-08-16T17:13:22.209,1,female,1,5
2013-08-16T17:03:40.745,0,male,1,5
2013-08-16T17:02:13.73,1,male,2,11
2013-08-16T16:58:25.636,0,male,0,22
2013-08-16T16:58:01.353,0,male,0,32
2013-08-16T16:54:58.968,0,male,1,21
2013-08-16T16:48:24.777,1,male,0,29
2013-08-16T16:41:59.489,2,male,0,18
2013-08-16T16:40:04.905,2,male,1,10
2013-08-16T16:38:03.42,2,male,2,5
2013-08-16T16:34:07.264,3,male,2,8
2013-08-16T16:31:53.232,1,female,1,7
2013-08-16T16:27:38.249,0,male,0,13
2013-08-16T16:27:21.085,1,male,2,8
2013-08-16T16:25:33.532,1,female,1,23
2013-08-16T16:23:24.229,0,female,2,5
2013-08-16T16:22:13.768,1,female,1,5
2013-08-16T16:19:25.116,2,male,2,7
2013-08-16T16:17:31.245,2,male,2,5
2013-08-16T16:14:29.685,3,male,1,10
2013-08-16T16:11:55.932,0,male,1,8
2013-08-16T16:09:11.861,1,female,1,11
2013-08-16T16:05:16.846,0,male,1,16
2013-08-16T16:02:02.413,2,male,1,8
2013-08-16T16:00:01.509,3,male,1,5
2013-08-16T15:56:56.502,3,female,2,17
2013-08-16T15:54:36.265,2,male,1,9
2013-08-16T15:51:05.949,1,female,2,5
2013-08-16T15:48:44.816,1,female,2,8
2013-08-16T15:46:13.74,3,male,1,12
2013-08-16T15:44:30.97,0,male,1,5
2013-08-16T15:43:00.035,3,male,2,5
2013-08-16T15:39:07.212,1,male,1,15
2013-08-16T15:32:54.449,2,male,2,10
2013-08-16T15:31:10.556,2,male,1,26
2013-08-16T15:28:26.435,1,male,2,5
2013-08-16T15:27:26.365,2,male,2,5
2013-08-16T15:24:43.656,2,male,1,24
2013-08-16T15:21:55.266,1,female,1,7
2013-08-16T15:18:39.185,2,male,1,5
2013-08-16T15:18:04.768,2,female,1,14
2013-08-16T15:16:17.755,1,male,0,5
2013-08-16T15:13:27.112,2,male,2,5
2013-08-16T15:12:19.468,2,female,1,26
2013-08-16T15:08:09.462,0,female,1,19
2013-08-16T15:06:36.791,1,female,2,9
2013-08-16T15:03:26.282,3,female,2,5
2013-08-16T15:00:41.808,3,male,0,5
2013-08-16T14:59:15.728,1,female,1,21
2013-08-16T14:56:46.123,0,male,1,12
2013-08-16T14:54:52.442,1,male,0,7
2013-08-16T14:52:42.164,2,male,0,5
2013-08-16T14:50:01.895,3,male,2,5
2013-08-16T14:47:02.523,3,male,1,20
2013-08-16T14:45:08.519,0,male,2,5
2013-08-16T14:42:39.52,1,female,2,18
2013-08-16T14:40:51.796,3,male,2,52
2013-08-16T14:40:17.752,1,male,2,20
2013-08-16T14:37:53.13,0,female,2,11
2013-08-16T14:31:19.083,1,male,2,5
2013-08-16T14:29:51.685,0,female,1,11
2013-08-16T14:29:23.489,0,male,0,5
2013-08-16T14:25:03.23,2,female,1,5
2013-08-16T14:23:55.902,1,male,2,14
2013-08-16T14:23:29.727,3,male,0,7
2013-08-16T14:21:09.647,0,female,1,5
2013-08-16T14:19:06.915,3,male,2,41
2013-08-16T14:17:42.905,1,male,1,10
2013-08-16T14:16:16.871,2,female,0,84
2013-08-16T14:15:39.877,0,male,2,21
2013-08-16T14:14:38.343,1,male,0,35
2013-08-16T14:13:21.116,0,male,0,5
2013-08-16T14:09:00.824,1,female,2,5
2013-08-16T14:07:45.274,0,male,1,9
2013-08-16T14:03:59.831,3,male,1,21
2013-08-16T14:03:59.204,1,female,1,5
2013-08-16T13:58:37.464,3,female,0,11
2013-08-16T13:56:46.113,0,female,1,14
2013-08-16T13:52:27.91,2,male,1,11
2013-08-16T13:50:18.096,1,female,0,13
2013-08-16T13:45:03.544,3,male,1,5
2013-08-16T13:43:42.82,3,female,0,5
2013-08-16T13:39:16.179,0,female,1,18
2013-08-16T13:35:54.558,1,female,2,21
2013-08-16T13:34:31.399,0,female,1,10
2013-08-16T13:33:03.55,2,male,2,5
2013-08-16T13:31:22.28,3,male,2,20
2013-08-16T13:30:15.488,3,male,1,9
2013-08-16T13:29:15.643,0,female,0,16
2013-08-16T13:24:53.412,3,male,1,13
2013-08-16T13:21:47.656,0,male,2,29
2013-08-16T13:20:12.936,2,male,2,5
2013-08-16T13:17:38.585,3,male,2,6
2013-08-16T13:15:09.475,0,male,2,5
2013-08-16T13:13:25.289,2,male,0,11
2013-08-16T13:12:18.207,3,male,0,9
2013-08-16T13:10:38.854,0,female,0,8
2013-08-16T13:07:56.694,1,male,0,6
2013-08-16T13:05:48.589,1,female,0,15
2013-08-16T13:03:03.802,3,male,2,9
2013-08-16T13:02:48.037,1,female,1,12
2013-08-16T13:00:34.873,1,female,2,10
2013-08-16T12:55:18.626,2,male,2,5
2013-08-16T12:52:39.08,2,male,0,5
2013-08-16T12:50:47.088,0,male,0,13
2013-08-16T12:48:23.593,2,male,2,16
2013-08-16T12:45:35.552,0,female,2,5
2013-08-16T12:43:55.13,2,male,0,5
2013-08-16T12:41:04.494,1,male,0,5
2013-08-16T12:38:01.397,3,female,0,13
2013-08-16T12:36:18.91,2,male,2,5
2013-08-16T12:35:11.207,3,male,0,11
2013-08-16T12:31:50.078,2,male,1,10
2013-08-16T12:29:56.804,1,female,0,8
2013-08-16T12:27:19.73,0,male,0,5
2013-08-16T12:26:18.127,1,female,1,9
2013-08-16T12:24:24.423,0,male,2,19
2013-08-16T12:20:58.705,0,male,2,5
2013-08-16T12:18:32.981,0,female,0,8
2013-08-16T12:16:18.761,0,female,0,10
2013-08-16T12:13:10.533,3,female,1,7
2013-08-16T12:11:47.798,3,male,0,10
2013-08-16T12:09:56.485,1,female,1,5
2013-08-16T12:07:43.669,0,female,1,5
2013-08-16T12:05:49.623,3,male,0,8
2013-08-16T12:03:09.207,1,male,0,5
2013-08-16T12:01:39.795,2,male,1,126
2013-08-16T11:59:29.394,2,female,2,6
2013-08-16T11:59:09.924,2,male,0,5
2013-08-16T11:57:18.631,2,male,2,20
2013-08-16T11:55:21.559,2,male,2,6
2013-08-16T11:53:55.538,0,male,1,10
2013-08-16T11:51:28.599,3,male,2,11
2013-08-16T11:49:21.403,0,female,1,5
2013-08-16T11:47:49.706,1,male,1,11
2013-08-16T11:44:19.222,3,female,2,5
2013-08-16T11:40:34.952,1,male,2,17
2013-08-16T11:39:05.21,2,male,2,5
2013-08-16T11:36:52.899,3,female,0,7
2013-08-16T11:35:38.6,0,male,1,5
2013-08-16T11:34:05.132,3,male,1,7
2013-08-16T11:30:38.045,3,male,1,14
2013-08-16T11:28:31.135,3,female,2,36
2013-08-16T11:24:48.807,0,male,0,5
2013-08-16T11:21:59.698,0,male,1,8
2013-08-16T11:18:11.343,3,male,1,15
2013-08-16T11:17:32.144,2,male,1,10
2013-08-16T11:14:02.621,2,male,2,11
2013-08-16T11:11:59.851,3,male,0,31
